ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
42	YMR250W	397	7.54e-06	0.00010635	0.069291782	0.0154747	5.710525192	0.422346271	0.004237781	0.102896907	0.007963537	0.102896907	GAD1	GAD1	YMR250W	response to oxidative stress* || glutamate decarboxylase activity || YMR250W || 1083281	-7.59	2e-05	0.46	down	up	NA	0	5.69e-06	2.32	0.81	0.999	NA	up	no	ccore_ESR_up
43	YLL039C	127	1.33e-09	5.84e-08	0.041152482	0.00678601	7.611761506	0.251140627	0.000534702	0.020067545	0.009033254	0.020067545	UBI4	UBI4	YLL039C	response to stress* || protein tag* || YLL039C || 1083026	-7.53	2e-05	0.73	down	up	NA	0	2.87e-11	2.39	0.6	0.956	NA	up	no	ccore_ESR_up
44	YBL078C	505	2.7e-05	0.000298997	0.042571323	0.01014186	3.894657554	0.306729747	0.021849247	0.024168022	0.01748936	0.024168022	ATG8	ATG8	YBL078C	protein-vacuolar targeting* || microtubule binding || YBL078C || 1085946	-7.39	2e-05	0.57	down	up	NA	0	1.23e-07	2.38	0.69	0.993	NA	up	no	ccore_ESR_up
45	YML100W	602	7.64e-05	0.000711115	0.079984773	0.020221597	7.568842544	0.730924842	0.000726029	0.182217277	0.009003738	0.182217277	TSL1	TSL1	YML100W	response to stress* || enzyme regulator activity* || YML100W || 1082559	-7.33	2e-05	0.49	down	up	NA	0	2.23e-06	1.96	0.73	0.997	NA	up	no	ccore_ESR_up
46	YBR026C	2713	0.089181362	0.183983813	0.009489992	0.005583229	6.230935885	0.022435389	0.002087759	0.011858459	0.007946574	0.011858459	ETR1	ETR1	YBR026C	aerobic respiration* || enoyl-[acyl-carrier protein] reductase activity || YBR026C || 1085485	-7.27	2e-05	0.65	down	up	NA	0	3.56e-09	1.9	0.61	0.966	NA	NA	no	ccore_ESR_up
47	YBL064C	196	5.23e-08	1.49e-06	0.037832394	0.006950089	5.819475253	0.132830475	0.003212555	0.01839802	0.007900768	0.01839802	PRX1	PRX1	YBL064C	regulation of cell redox homeostasis || thioredoxin peroxidase activity || YBL064C || 1082395	-7.19	3e-05	0.69	down	up	NA	0	3.72e-10	1.49	0.62	0.974	NA	up	no	ccore_ESR_up
48	YEL060C	204	6.16e-08	1.69e-06	0.044591168	0.008236182	8.14039986	0.209955629	0.000337965	0.030010555	0.00936735	0.030010555	PRB1	PRB1	YEL060C	sporulation* || serine-type endopeptidase activity || YEL060C || 1082757	-7.03	3e-05	0.42	down	up	NA	3e-05	1.71e-05	2.07	0.7	0.995	NA	up	no	ccore_ESR_up
49	YEL039C	215	9.33e-08	2.43e-06	0.128083457	0.023988967	3.456403538	1.609029006	0.078222403	0.179236991	0.024116023	0.179236991	CYC7	CYC7	YEL039C	electron transport || electron carrier activity || YEL039C || 1085397	-7	3e-05	0.37	down	up	NA	0.00014	8.5e-05	2.06	0.81	1	NA	up	no	ccore_ESR_up
50	YPR151C	108	1.96e-10	1.02e-08	0.069563828	0.010930267	3.877477404	0.525054679	0.026945179	0.026504752	0.017699289	0.026504752	SUE1	SUE1	YPR151C	protein catabolism || molecular function unknown || YPR151C || 1081013	-6.96	3e-05	0.59	down	up	NA	0	3.79e-08	1.36	0.61	0.965	NA	up	no	ccore_ESR_up
51	YOR374W	101	7.38e-11	4.09e-09	0.070709036	0.010856981	7.648872738	0.605215058	0.000645874	0.052089715	0.009058494	0.052089715	ALD4	ALD4	YOR374W	ethanol metabolism || aldehyde dehydrogenase (NAD) activity || YOR374W || 1086104	-6.85	3e-05	0.12	down	up	NA	0.0528	0.0371	0.56	1.25	1	NA	up	no	ccore_ESR_up
52	YIL045W	4260	0.474891101	0.623853256	0.006700287	0.009377016	4.332419076	0.09559563	0.013497138	0.025841102	0.013182385	0.025841102	PIG2	PIG2	YIL045W	biological process unknown || protein phosphatase regulator activity || YIL045W || 1082005	-6.78	5e-05	0.55	down	up	NA	0	2.06e-07	2.11	0.64	0.981	NA	NA	no	ccore_ESR_up
53	YDL021W	456	1.7e-05	0.000208493	0.06354638	0.014774245	3.300735674	0.199699604	0.04712511	0.05053028	0.02723323	0.05053028	GPM2	GPM2	YDL021W	biological process unknown || molecular function unknown* || YDL021W || 1083790	-6.66	7e-05	0.27	down	up	NA	0.00154	0.00111	2.29	0.84	1	NA	up	no	ccore_ESR_up
54	YEL011W	240	2.11e-07	4.92e-06	0.062017184	0.011950412	5.956184637	0.431361337	0.003438992	0.060453727	0.00788386	0.060453727	GLC3	GLC3	YEL011W	glycogen metabolism || 1,4-alpha-glucan branching enzyme activity || YEL011W || 1082390	-6.65	7e-05	0.59	down	up	NA	0	4.73e-08	1.88	0.62	0.969	NA	up	no	ccore_ESR_up
55	YNL200C	330	2.26e-06	3.83e-05	0.051705591	0.010934349	5.031613173	0.249827653	0.007492039	0.045997824	0.009137842	0.045997824	YNL200C	YNL200C	YNL200C	biological process unknown || molecular function unknown || YNL200C || 1081646	-6.63	7e-05	0.69	down	up	NA	0	4.38e-10	1.62	0.56	0.911	NA	up	no	ccore_ESR_up
56	YER053C	3145	0.158840839	0.282681136	0.026514102	0.01881793	5.99399218	0.254179555	0.003007876	0.155419167	0.007889304	0.155419167	PIC2	PIC2	YER053C	phosphate transport || inorganic phosphate transporter activity || YER053C || 1085421	-6.62	7e-05	0.66	down	up	NA	0	1.53e-09	1.61	0.57	0.932	NA	NA	no	ccore_ESR_up
57	YMR105C	588	6.59e-05	0.000627244	0.07093225	0.017774666	6.242087104	0.46011866	0.002366438	0.138981189	0.007950225	0.138981189	PGM2	PGM2	YMR105C	glucose 1-phosphate utilization* || phosphoglucomutase activity || YMR105C || 1081915	-6.59	7e-05	0.45	down	up	NA	0	8.43e-06	1.75	0.71	0.995	NA	up	no	ccore_ESR_up
58	YIL107C	986	0.001258461	0.007143617	0.019930037	0.006179305	5.473836748	0.133274913	0.004392512	0.012690518	0.008154397	0.012690518	PFK26	PFK26	YIL107C	fructose 2,6-bisphosphate metabolism* || 6-phosphofructo-2-kinase activity || YIL107C || 1086372	-6.55	7e-05	0.77	down	up	NA	0	2.11e-12	1.37	0.54	0.883	NA	up	no	ccore_ESR_up
59	YOR285W	185	3.73e-08	1.13e-06	0.042235953	0.007674802	6.253054319	0.117610728	0.001975079	0.024377307	0.00795426	0.024377307	RDL1	YOR285W	YOR285W	biological process unknown || molecular function unknown || YOR285W || 1082199	-6.39	1e-04	0.59	down	up	NA	0	5.55e-08	1.34	0.55	0.908	NA	NA	no	ccore_ESR_up
60	YMR053C	574	5.75e-05	0.000560768	0.041229345	0.010248909	4.70564263	0.196569861	0.01050494	0.036488897	0.010610694	0.036488897	STB2	STB2	YMR053C	histone deacetylation || transcriptional repressor activity || YMR053C || 1084300	-6.38	1e-04	0.78	down	up	NA	0	8.55e-13	1.78	0.54	0.881	NA	up	no	ccore_ESR_up
61	YMR090W	243	2.35e-07	5.41e-06	0.045932641	0.008885818	4.908721925	0.213383763	0.009192195	0.026132669	0.009599247	0.026132669	YMR090W	YMR090W	YMR090W	biological process unknown || molecular function unknown || YMR090W || 1082947	-6.33	1e-04	0.34	down	up	NA	0.00031	0.00019	2.1	0.78	0.999	NA	up	no	ccore_ESR_up
62	YDR001C	679	0.000161856	0.001334184	0.026368144	0.006990243	6.983572399	0.100853802	0.0009231	0.02093791	0.008493725	0.02093791	NTH1	NTH1	YDR001C	response to stress* || alpha,alpha-trehalase activity || YDR001C || 1080634	-6.3	1e-04	0.73	down	up	NA	0	2.56e-11	1.77	0.49	0.747	NA	up	no	ccore_ESR_up
63	YHR097C	178	2.97e-08	9.35e-07	0.05138758	0.00927063	5.089129223	0.267798444	0.006423724	0.032026966	0.008959578	0.032026966	YHR097C	YHR097C	YHR097C	biological process unknown || molecular function unknown || YHR097C || 1086803	-6.23	0.00013	0.43	down	up	NA	3e-05	1.46e-05	1.83	0.63	0.977	NA	up	no	ccore_ESR_up
64	YHR087W	483	2.37e-05	0.000274971	0.11126483	0.026325144	4.674684957	1.464420938	0.019600361	0.290446359	0.010789976	0.290446359	RTC3	YHR087W	YHR087W	RNA metabolism || molecular function unknown || YHR087W || 1084697	-6.2	0.00015	0.4	down	up	NA	5e-05	3.08e-05	2.21	0.65	0.986	NA	NA	no	ccore_ESR_up
65	YJL048C	542	3.86e-05	0.00039889	0.03068023	0.007454019	7.202488527	0.120247984	0.000816942	0.024041081	0.00869399	0.024041081	UBX6	UBX6	YJL048C	ubiquitin-dependent protein catabolism* || molecular function unknown || YJL048C || 1085578	-6.16	0.00017	0.63	down	up	NA	0	7.9e-09	1.86	0.53	0.863	NA	up	no	ccore_ESR_up
66	YBR056W	1064	0.001800383	0.009470624	0.034196693	0.010955821	6.030268965	0.227583694	0.002492098	0.051208047	0.007896961	0.051208047	YBR056W	YBR056W	YBR056W	biological process unknown || molecular function unknown || YBR056W || 1081306	-6.11	0.00019	0.72	down	up	NA	0	7.43e-11	1.9	0.52	0.843	NA	up	no	ccore_ESR_up
67	YOL083W	1092	0.002022835	0.010367958	0.038753727	0.012554421	4.320593717	0.175614194	0.014836073	0.055678521	0.013277426	0.055678521	YOL083W	YOL083W	YOL083W	biological process unknown || molecular function unknown || YOL083W || 1081853	-6.04	0.00022	0.68	down	up	NA	0	6.09e-10	1.65	0.51	0.814	NA	up	no	ccore_ESR_up
68	YJR096W	1318	0.004275927	0.018156838	0.024857532	0.008700406	5.029928568	0.107228512	0.006343606	0.027522454	0.009143388	0.027522454	YJR096W	YJR096W	YJR096W	arabinose catabolism* || aldo-keto reductase activity* || YJR096W || 1081068	-6.02	0.00022	0.68	down	up	NA	0	8.09e-10	1.84	0.5	0.781	NA	up	no	ccore_ESR_up
69	YNL195C	116	4.4e-10	2.12e-08	0.077160038	0.012366786	3.45131509	0.334197304	0.036328321	0.032094236	0.024210703	0.032094236	YNL195C	YNL195C	YNL195C	biological process unknown || molecular function unknown || YNL195C || 1083393	-6.01	0.00023	0.56	down	up	NA	0	1.87e-07	1.72	0.57	0.929	NA	up	no	ccore_ESR_up
70	YOL153C	2468	0.062265839	0.141208225	0.036838167	0.019758747	5.255504932	0.371918588	0.006363106	0.168301307	0.008542184	0.168301307	NA	YOL153C	YOL153C	biological process unknown || molecular function unknown || YOL153C || 1080775	-5.99	0.00024	0.49	down	up	NA	0	2.14e-06	1.66	0.56	0.911	NA	NA	no	ccore_ESR_up
71	YLR267W	138	3.19e-09	1.29e-07	0.089830077	0.015169649	3.706500664	0.75589718	0.034891093	0.068061355	0.019992888	0.068061355	BOP2	YLR267W	YLR267W	biological process unknown || molecular function unknown || YLR267W || 1082494	-5.98	0.00024	0.26	down	up	NA	0.00222	0.00151	1.66	0.75	0.998	NA	NA	no	ccore_ESR_up
72	YLR345W	1700	0.013196107	0.04344624	0.025430049	0.010260537	5.345040068	0.145293627	0.004985018	0.042115513	0.008359825	0.042115513	YLR345W	YLR345W	YLR345W	biological process unknown || molecular function unknown || YLR345W || 1084714	-5.87	0.00035	0.72	down	up	NA	0	6.86e-11	1.55	0.51	0.831	NA	up	no	ccore_ESR_up
73	YIL113W	3081	0.147552774	0.268047023	0.022276445	0.015381843	3.184878587	0.275529631	0.05980207	0.046050739	0.029875193	0.046050739	SDP1	SDP1	YIL113W	MAPKKK cascade during cell wall biogenesis || MAP kinase phosphatase activity || YIL113W || 1082251	-5.86	0.00035	0.41	down	up	NA	5e-05	2.53e-05	2.33	0.65	0.985	NA	NA	no	ccore_ESR_up
74	YKR009C	1920	0.022256247	0.064879277	0.015385756	0.006730527	4.706637798	0.029730087	0.009661695	0.006348157	0.010605039	0.010605039	FOX2	FOX2	YKR009C	fatty acid beta-oxidation || 3-hydroxyacyl-CoA dehydrogenase activity* || YKR009C || 1082997	-5.82	0.00036	0.25	down	up	NA	0.0027	0.00182	1.37	0.67	0.989	NA	NA	no	ccore_ESR_up
75	YPL230W	293	1.04e-06	1.98e-05	0.081877951	0.016762133	3.837532588	0.612873952	0.029437365	0.096265223	0.018201298	0.096265223	USV1	YPL230W	YPL230W	biological process unknown || molecular function unknown || YPL230W || 1085008	-5.82	0.00036	0.26	down	up	NA	0.00191	0.00132	1.51	0.78	0.999	NA	NA	no	ccore_ESR_up
76	YKR049C	1146	0.002511241	0.012264762	0.040503261	0.013402872	4.196935604	0.200930367	0.017092432	0.063275242	0.01432413	0.063275242	FMP46	YKR049C	YKR049C	biological process unknown || molecular function unknown || YKR049C || 1080838	-5.8	0.00037	0.64	down	up	NA	0	4.6e-09	1.54	0.47	0.665	NA	NA	no	ccore_ESR_up
